,contents,down_count,is_facebook,is_twitter,mobile_yn,modified_ymdt,object_id,registered_ymdt,ticket,up_count,writer_id,writer_ip,writer_nickname,writer_profile_type
171,진짜 너무 재밌어용~~~ 내용도 탄탄하고 글도 이쁘고 좋아요 달달하니 힐링됩니다~~,0,false,false,Y,2016-07-05T10:15:02.0+0900,novel-525752,2016-06-16T23:27:46.0+0900,novel02,4,jimu****,118.36.xxx.108,,naver
172,자세한 상황을 몰라서 그런데 왜 연재가 안되는지 궁금합니다,0,false,false,Y,2016-06-24T19:11:00.0+0900,novel-427497,2016-06-24T19:11:00.0+0900,novel02,0,jkhm****,118.218.xxx.228,,naver
173,22화부터39화까지 안보이는데 그럼 100원 내고 봐야하는 건가요??,0,false,false,Y,2016-07-25T08:27:19.0+0900,novel-388934,2016-07-16T01:38:53.0+0900,novel02,3,love****,223.62.xxx.153,오늘도 내일도,naver
174,"http://blog.naver.com/vpfl1101 답장이 늦어 죄송해요.
이제서야 댓글을 봤어요. 내일은 글을 내릴 예정이라 내일까자 꼭 봐주세요.
감사합니다.",0,false,false,N,2016-07-18T01:13:40.0+0900,novel-518861,2016-07-18T01:13:40.0+0900,novel02,0,vpfl****,211.187.xxx.27,김혜윰(뽕시꽁시),novel
175,작가님 블러그주소 아시는분 좀 가르처주세요ㅠㅠ,0,false,false,N,2016-07-18T01:09:32.0+0900,novel-518861,2016-07-13T11:14:36.0+0900,novel02,1,youn****,183.102.xxx.161,,naver
176,블로그 주소 좀 알려주세요~~~,0,false,false,N,2016-07-18T01:13:54.0+0900,novel-518861,2016-07-13T09:39:00.0+0900,novel02,1,youn****,183.102.xxx.161,,naver
177,블로그  주소  좀  알려주심  안  되나요?늦주행중인데  자꾸  끊기니  짜증이...ㅠ.ㅠ...부탁드려요,0,false,false,Y,2016-07-13T15:36:34.0+0900,novel-518861,2016-07-13T00:27:02.0+0900,novel02,3,naya****,223.62.xxx.57,,naver
178,"리얼연애는 지금 다시 글을 쓰는중입니다. 일부 내용이 변경될것 같아요. 
전자책 출간되는데로 꼭 공지해드리겠습니다. 
완전 감사드려요.♥",0,false,false,N,2016-07-11T19:14:56.0+0900,novel-518861,2016-07-11T19:14:56.0+0900,novel02,0,vpfl****,223.62.xxx.108,김혜윰(뽕시꽁시),novel
179,"리얼 연애 보고파여
검색해도 안나오는게 제목 바꿔 출간하셨나봐여..ㅜㅜ
공지좀 주셔영",0,false,false,Y,2016-07-18T01:09:54.0+0900,novel-518861,2016-07-11T18:22:41.0+0900,novel02,1,svhc****,175.194.xxx.146,홍당무,naver
180,"작가님 리얼연애 어디서 볼 수 있는지 갈춰주세요
제발요~~~",0,false,false,Y,2016-07-29T03:30:08.0+0900,novel-518861,2016-07-08T12:08:29.0+0900,novel02,3,sati****,1.176.xxx.104,,naver
181,작가님 건너집싸가지  잘보고있어요.작가님 전작 리얼연애 맛만보여주심...어디서 볼수있는지 가르쳐주심 주말이 더즐거운듯...가르쳐주세요,0,false,false,Y,2016-07-29T03:30:21.0+0900,novel-518861,2016-07-06T23:06:26.0+0900,novel02,3,soyu****,175.253.xxx.206,김소연,naver
182,"대박 웃겨! *^^*♡
잼나여~~",0,false,false,Y,2016-07-30T14:56:20.0+0900,novel-531464,2016-07-04T19:52:42.0+0900,novel02,2,kyjb****,112.154.xxx.85,꿀물,naver
183,통통튀는 매력적인 여주인공. 현실에서 한번쯤 보고싶은 편집장님 ~~은근 중독있고. 술술술 읽히는 꿀잼^^잘 보고 있어용,0,false,false,Y,2016-07-30T14:56:26.0+0900,novel-531464,2016-06-09T21:19:24.0+0900,novel02,3,chl7****,119.194.xxx.170,,naver
184,언제오시나요 작가님ㅠㅠ,0,false,false,Y,2016-07-24T22:40:42.0+0900,novel-465054,2016-07-24T22:40:42.0+0900,novel02,0,jean****,175.223.xxx.72,,naver
185,"내가 제일 좋아하는 소설!!!
빨리 비슈아♥제하르크!!!!",0,false,false,Y,2016-06-13T15:54:26.0+0900,novel-465054,2016-06-13T15:54:26.0+0900,novel02,0,saeb****,175.197.xxx.148,죠죠,naver
186,꼭 보세요!!!,0,false,false,Y,2016-07-07T23:05:18.0+0900,novel-374685,2016-07-07T23:05:18.0+0900,novel02,0,sufl****,124.61.xxx.52,수꽃,naver
187,다음 내용이 궁금해서 새벽까지 읽다가 다크서클이 턱까지 내려온 1인입니다. 정말 탄탄한 스토로 재미를 주시네요~^^,0,false,false,Y,2016-06-23T09:03:03.0+0900,novel-434212,2016-06-23T09:03:03.0+0900,novel02,0,narw****,175.116.xxx.35,해피실장,naver
188,"정말 최고의 소설입니다
한 자 한 자 마치 영화를 보는 것같은 느낌과 감동
한 자마다 엄청난 정성이 있어서
저도 정성스럽게 읽습니다 짱!!",0,false,false,Y,2016-06-17T21:29:44.0+0900,novel-434212,2016-06-17T21:29:44.0+0900,novel02,0,hell****,101.191.xxx.135,Clair,naver
189,"오늘 하루만에 다 읽었어용~^^ 감정이입이 너무너무 잘되고, 또 무엇보다도 해피앤딩이으로 끝나 행복합니당???? 작가님 앞으로도 이런 예쁜 글 많이 올려주세용~^^",0,false,false,Y,2016-06-26T23:59:00.0+0900,novel-509076,2016-06-26T23:54:53.0+0900,novel02,1,mrnt****,1.254.xxx.237,쏜,naver
190,요거요거 넘 재미있는데 사람들 왜 모를까?????,0,false,false,Y,2016-06-20T15:45:39.0+0900,novel-451833,2016-06-15T21:30:54.0+0900,novel02,1,sosk****,125.178.xxx.43,뚱땅왕비,naver
191,늑동bb,0,false,false,Y,2016-06-13T00:03:39.0+0900,novel-271443,2016-06-13T00:03:39.0+0900,novel02,0,kumd****,210.210.xxx.48,다애,naver
192,나루님 이거혹시 종이책발간됐나요?,0,false,false,Y,2016-06-30T09:16:55.0+0900,novel-485027,2016-06-30T09:16:55.0+0900,novel02,0,skyd****,49.166.xxx.72,,naver
193,이거 종이책으로는 출간 안하시나요? 완전 소장 하고 싶은데ㅡㅜ 방법 없을까요?ㅡㅜ,0,false,false,Y,2016-07-27T12:44:40.0+0900,novel-406260,2016-07-27T12:44:40.0+0900,novel02,0,casi****,223.62.xxx.74,너도나도,naver
194,여전히  소식이 없네요,0,false,false,Y,2016-07-06T01:19:00.0+0900,novel-437101,2016-07-06T01:19:00.0+0900,novel02,0,moom****,223.62.xxx.102,,naver
195,글이 안올라와요ㅠㅠ,0,false,false,Y,2016-06-19T02:01:25.0+0900,novel-428793,2016-06-19T02:01:25.0+0900,novel02,0,e780****,61.79.xxx.61,노랑딱지,naver
196,"트와일라잇과 오버랩되는 느낌이 좀 있지만 재밌게 잘 봤습니당 

근데 마지막 외전은 쪼꼼 아쉬워요ㅠㅠㅠㅠㅠ 
로더한테 달라붙는 유채........ㅂㄷㅂㄷ 어딜감히 로더한테....
물론 제가 로더랑 유현이 브로맨스 지지자라 그런건 절대 아니구욯ㅎㅎㅎㅎㅎ",0,false,false,Y,2016-07-27T21:18:14.0+0900,novel-221468,2016-07-27T21:18:14.0+0900,novel02,0,dbfl****,108.181.xxx.114,leciel,naver
197,친구가 보던거 책 빌려가서 봤는데.... 와 이건 정말 제가 이때까지 본 소설중에 최고인것 같습니다 ㅠㅠㅠㅠㅠ사랑해요 안테님,0,false,false,N,2016-07-28T17:38:56.0+0900,novel-221468,2016-06-24T19:42:49.0+0900,novel02,2,mini****,112.185.xxx.153,뀨뀨꺄꺄,naver
198,"처음 산 종이책이 악불이었고, 지금까지 악불만한 명작을 본적이없어요. 대사 하나하나 다 기억하고.. 진짜 어떻게 이런글을 쓰세요? 진짜 안테님 존경해요♥",0,false,false,Y,2016-07-28T17:38:59.0+0900,novel-221468,2016-06-24T05:36:43.0+0900,novel02,2,real****,211.36.xxx.94,러잇,naver
199,존잼.,0,false,false,Y,2016-07-15T13:34:59.0+0900,novel-221468,2016-06-12T18:34:28.0+0900,novel02,1,moon****,223.62.xxx.12,뭉히,naver
200,"말로는 그 느낌을 모두 설명하긴 어렵지만 이 글을 읽으면 그 시간동안 울고, 웃을 수 있습니다.. 더 늦기전에 한번 봐주세요. 지금 웹소설에서 연제중이에요.",0,false,false,Y,2016-07-27T17:30:24.0+0900,novel-459255,2016-07-27T17:30:24.0+0900,novel02,0,look****,175.223.xxx.149,소월,naver
201,다음글은 언제쯤 올라오나요??,0,false,false,Y,2016-07-26T08:02:05.0+0900,novel-396706,2016-07-26T08:02:05.0+0900,novel02,0,lej8****,211.36.xxx.78,콩알이엄마,naver
202,작가님 사랑해요♥?♥?♥?,0,false,false,N,2016-07-30T15:48:07.0+0900,novel-201507,2016-07-30T15:48:07.0+0900,novel02,0,nisg****,49.65.xxx.130,sunny,naver
203,이렇게 몰입도가 대단하다니 ㅠㅠ,0,false,false,Y,2016-07-15T13:35:51.0+0900,novel-201507,2016-06-29T23:33:06.0+0900,novel02,2,qsew****,175.112.xxx.114,영워니,naver
204,"전 그냥 재밌게 읽고 있습니다??
본문은 본문 따로 정주행하고 다른건 또 따로 읽어보니까...?
읽은지는 꽤 됬지만 거의 다 몰래몰래 읽은거라 댓글 안 달아서 죄송합니다??!!",0,false,false,N,2016-07-29T21:56:16.0+0900,novel-327076,2016-07-29T19:13:13.0+0900,novel02,1,ijn2****,1.243.xxx.131,HhYy,naver
205,"독자분들의 성향에 따라 다르겠지만
제가 느끼기엔 많은 Q&A와 외전
1st page 등등 본문과 연계가 되지 않은
글이 많아지는 바람에 이 소설 읽는 걸
그만두게 되었습니다. 
물론 작가님께서 설정하신 캐릭터, 상황에 대해 
많이 설명하시는 것이 초반엔 좋았습니다만,,
정규 챕터를 읽을때 느껴지는 몰입도가 항상 
중간에 깨지게 되더라구요. 
재밌게 보다가 참 아쉬움이 많이 남네요. 
제가 충성심이 깊지 않아 이런 글을 남기게 되었지만
저같은 독자가 한명 네지 두명 혹은 열명까지도 있을까봐 
말씀드립니다. 그동안 감사했습니다.",1,false,false,Y,2016-07-29T11:15:33.0+0900,novel-327076,2016-07-01T02:47:27.0+0900,novel02,1,leej****,175.202.xxx.205,,naver
206,학살의 현장에서 난 피어오른다. 붉은 여명에 피어나는 꽃처럼...,0,false,false,Y,2016-07-26T16:37:03.0+0900,novel-327076,2016-06-12T23:39:38.0+0900,novel02,3,sck1****,203.226.xxx.91,씨루,naver
207,네이버 웹소설 중 최고의 작품 하나만 꼽으라면 정치9단을 꼽겠다,0,false,false,N,2016-07-07T18:35:50.0+0900,novel-350945,2016-06-28T16:06:44.0+0900,novel02,1,arse****,125.187.xxx.119,Arty,naver
208,진짜진짜 재밌어요!! 이거 안보면 진짜 후회!!,0,false,false,N,2016-07-29T12:11:51.0+0900,novel-495256,2016-07-28T18:49:01.0+0900,novel02,1,han0****,175.192.xxx.99,레빛,naver
209,"너무나 따뜻하고, 재미있는 작품이예요 ㅎㅎ 감사합니다",0,false,false,N,2016-07-29T12:11:54.0+0900,novel-495256,2016-07-28T16:41:22.0+0900,novel02,1,yeom****,141.70.xxx.175,JS,naver
210,한번 보고서 정주행 해버린 작품!,0,false,false,N,2016-07-29T12:23:24.0+0900,novel-495256,2016-07-25T20:54:41.0+0900,novel02,2,nisg****,49.77.xxx.172,sunny,naver
211,재밌게 봤어요~~^^,0,false,false,Y,2016-07-26T22:30:22.0+0900,novel-510864,2016-07-01T02:50:42.0+0900,novel02,3,csyp****,110.70.xxx.201,,naver
212,심심하시다면 이 곳에 리뷰를 남기시는 것도...,0,false,false,N,2016-07-26T08:55:24.0+0900,novel-492007,2016-07-26T08:55:24.0+0900,novel02,0,min0****,110.8.xxx.205,『아이시스』,novel
213,"아이디님의 의견에 정말 공감하며, 추가로 말씀드려서 캐릭터들이 매력있으면서도 부담스럽지 않았습니다. 소설에서 캐릭터는 아주 중요하죠... 세계관도 마음에 들었고요. 스토리도 좋습니다. 그러나 무엇보다도 루리아 모에... 마지텐... (개인적인 의견입니다.)",0,false,false,N,2016-07-21T23:29:44.0+0900,novel-338598,2016-07-21T23:29:44.0+0900,novel02,0,libe****,124.63.xxx.102,리베르타스,naver
214,"판타지 소설을 볼 때 항상 무엇인가 부족한 느낌을 감추지 못했었다.
소재가 참신하면 그 스토리가 탄탄하지 못하여 몰입도를 방해하는 경우도 많았고
반대로 스토리는 탄탄한데 내용이 지루하여 보다가 만 소설들도 많았다.
그러나 이 '키론의 아이들' 정말 오랜만에 만난 '빠져드는' 소설이다.
루리아 지토 제이 뿐 아니라 다른 키론의 아이들 표도르와 애나 그리고 모그리드 까지 무엇하나 따로 존재하는 것은 없고 각 사건 사건마다 해결해가는 과정은 전혀 뻔하지 않고 궁금증을 자극시킨다. ' 이상황에서 주인공들은 어떻게 문제를 해결해 나갈까?' 하는 궁금증을 수도없이 떠올렸으며 그 해결하는 과정들 모두가 전혀 허황되지 안고 집중하게 만든다.
그리고 2부가 시작되어가고 있는 지금 적절한 외전과 2부의 시작은 작가님께서 이 소설에 대해 얼마나 큰 범위에서 그림을 그려놓고 이야기를 써내려가고 있는지 느끼게 해준다.",0,false,false,N,2016-07-25T15:22:41.0+0900,novel-338598,2016-06-27T15:39:42.0+0900,novel02,5,ywki****,14.55.xxx.46,아이디,naver
215,스토리 전개도 좋고 읽는내내 빠져들게 만드는 작품이네요,0,false,false,Y,2016-07-29T19:56:54.0+0900,novel-540513,2016-07-28T19:45:08.0+0900,novel02,1,sj93****,211.186.xxx.174,어린왕자,naver
216,네이버 웹소설 잘 안보는데 내가 본 웹소설 중에서 가장 재미있는 웹소설,0,false,false,N,2016-07-29T19:56:54.0+0900,novel-540513,2016-07-22T20:51:10.0+0900,novel02,2,pand****,211.211.xxx.198,강유한,naver
217,크게 과장하지도 그렇다고 너무 담백하지도 않지만 보면서 다음화가 기다려지는 작품,0,false,false,Y,2016-07-29T18:05:30.0+0900,novel-540513,2016-07-20T08:55:28.0+0900,novel02,2,kimd****,59.7.xxx.237,야채남,naver
218,다음편을 기대하게하는 작품,0,false,false,N,2016-07-22T20:19:24.0+0900,novel-540513,2016-07-18T19:12:02.0+0900,novel02,2,xodi****,221.142.xxx.168,태양,naver
219,벌써 4번째 정주행중인 작품. 정말 재밌습니다!!,0,false,false,Y,2016-07-22T20:18:58.0+0900,novel-540513,2016-07-13T10:44:03.0+0900,novel02,2,bum5****,59.9.xxx.138,SkyFlake,naver
220,오오… 양판소에 가까워지는 망작들이 범람하는 가운데 드물게 나타나는 멋진 작품입니다! 세계관도 독특하고 인물묘사나 필력이 아주 좋습니다! 응원합니다! …… 그러니 어서 폭풍연참을…,0,false,false,Y,2016-07-22T21:36:43.0+0900,novel-540513,2016-07-12T01:08:55.0+0900,novel02,3,pakd****,175.223.xxx.63,David_S,naver
221,작가님의 필체를 존경합니다.,0,false,false,N,2016-07-15T01:20:30.0+0900,novel-540513,2016-07-09T13:41:13.0+0900,novel02,2,knig****,14.47.xxx.134,김세은,naver
222,요근래 제일 볼만하고 재밌는 작품!,1,false,false,Y,2016-07-01T20:43:48.0+0900,novel-540513,2016-07-01T01:30:10.0+0900,novel02,1,hans****,220.125.xxx.152,롸잇나우,naver
223,와 이거 재밋네....자주 올려주세요,2,false,false,N,2016-07-10T15:39:39.0+0900,novel-540513,2016-06-26T11:18:45.0+0900,novel02,3,jh28****,124.56.xxx.213,김종현,naver
224,ㅋㅋ 카톡보고 왔어요! 홧팅!,3,false,false,Y,2016-07-09T13:41:01.0+0900,novel-540513,2016-06-25T16:24:12.0+0900,novel02,3,prou****,220.125.xxx.31,몬스터,naver
225,엄청 재미있어요!,2,false,false,Y,2016-07-01T08:21:08.0+0900,novel-540513,2016-06-11T17:54:04.0+0900,novel02,2,yhse****,39.117.xxx.138,초외상식,naver
226,완전 굿~/,0,false,false,Y,2016-07-23T00:01:08.0+0900,novel-468689,2016-07-23T00:01:08.0+0900,novel02,0,rose****,221.139.xxx.233,허브향기,naver
227,바로바로 글 올려주시니 흥미가 끊기질 않네요~~,0,false,false,Y,2016-07-22T21:34:32.0+0900,novel-468689,2016-07-22T21:34:32.0+0900,novel02,0,hyel****,124.53.xxx.224,토토리,naver
228,진짜 오랜만에 재밌어요,0,false,false,Y,2016-07-29T23:43:55.0+0900,novel-468689,2016-07-21T13:21:55.0+0900,novel02,1,gk31****,223.62.xxx.60,누구야ㅋ,naver
229,"한번  보기시작하면  쭈욱~~질주할수밖에  없는~
눈을  뗄수 없는 그런  작품  강추!!!강추!!",1,false,false,Y,2016-07-16T23:42:02.0+0900,novel-468689,2016-07-06T21:05:18.0+0900,novel02,0,josl****,1.249.xxx.167,하늘빛,naver
230,여주 매력 넘치고 스토리도 참신하고 재밌어요ㅎㅎ 점점 달달해지고 좋네요,0,false,false,Y,2016-07-16T23:42:04.0+0900,novel-468689,2016-06-24T00:43:08.0+0900,novel02,0,shy3****,59.1.xxx.142,sseoll,naver
231,항상잘보고있습니다,0,false,false,Y,2016-07-14T17:22:35.0+0900,novel-209544,2016-07-14T17:22:35.0+0900,novel02,0,rkds****,175.223.xxx.115,피의대가,naver
232,결론은  뭐다?  명작오브 명작이다,0,false,false,Y,2016-07-19T22:55:27.0+0900,novel-431921,2016-07-19T16:05:09.0+0900,novel02,1,14az****,1.241.xxx.195,TeutonKnight,naver
233,진짜 너무 스릴있습니다!!그리고 인터뷰도 진짜 재밌고 웃기고요~!여러분께 강력축천할게요!!꼭 보시길바랍니다!!♥♥♥,0,false,false,Y,2016-07-04T22:58:18.0+0900,novel-431921,2016-06-30T07:33:30.0+0900,novel02,1,bitn****,211.222.xxx.114,이쁜빛나,naver
234,짱입니다! 스토리 구성도 좋고요.,0,false,false,N,2016-06-29T18:52:53.0+0900,novel-431921,2016-06-12T20:46:45.0+0900,novel02,2,ho10****,121.139.xxx.171,세호,naver
235,진짜로 재미있습니다!!! 안보면 후회함!!!,0,false,false,N,2016-06-29T18:52:52.0+0900,novel-431921,2016-06-11T11:35:39.0+0900,novel02,2,worl****,123.214.xxx.182,이창희,naver
236,이거 짱 재밌어요!!! 열분 많이 보세요!,0,false,false,Y,2016-06-29T18:52:52.0+0900,novel-431921,2016-06-11T00:12:51.0+0900,novel02,2,znzl****,223.62.xxx.15,보름달빵,naver
237,"그냥 말이 없다. 읽어요 여러분.
참고로 이거 공식 팬카페도 있어요! 링크입니다!!
http://cafe.naver.com/ramias",0,false,false,Y,2016-07-14T21:18:35.0+0900,novel-431921,2016-06-09T16:56:19.0+0900,novel02,3,whit****,14.32.xxx.237,Ruberus,naver
238,장르 라노벨에서 판타지로 바꿨습니다.,0,false,false,N,2016-07-02T19:01:16.0+0900,novel-492297,2016-06-30T07:24:37.0+0900,novel02,0,dest****,206.125.xxx.130,라인트,novel
239,취향과 컨텐츠가 가득한 라노벨이라 생각합니다. 작가의 입장으로 보면서 드문 드문 배워가기도 하고요. 깨알같은 외전들은 본편에 뒤지지 않을 만큼의 매력이 있기도 합니다. 마지막으로... 누님 연방 화이팅! 누님이야말로 세상의 보고이며 진리이니라! 키엣케헤헤헤헤헤헤!,0,false,false,N,2016-06-25T14:18:49.0+0900,novel-492297,2016-06-14T14:07:09.0+0900,novel02,2,jiny****,122.47.xxx.194,미스,naver
240,개인적으로 작가님의 포츈콜렉터부터 봐온지라 이번 작품 역시 부담없을정도로 쭉 재밋게 보고있습니다. 매번 놀랄정도로 필력을 보면 매번 배워야겠다고 생각까지 들 정도거든요. 상황전개는 보는 저도 늘 대단하다고 생각했구요 :) 특히 주인공의 성격이 저랑 매우 비슷해서 보는내내 얼마나 웃기던지 ㅎㅎ~~,1,false,false,N,2016-06-25T14:18:49.0+0900,novel-492297,2016-06-14T10:12:40.0+0900,novel02,2,kss9****,122.47.xxx.176,스수기,naver
241,빠가 까를 만든다더니 저런 옹호 댓글 때문에 작가가 더 욕먹을 듯..ㅋㅋ,4,false,false,N,2016-07-12T21:10:10.0+0900,novel-488146,2016-07-07T14:54:22.0+0900,novel02,5,bly7****,122.47.xxx.194,베질루르,naver
242,"표절 의혹 댓글을 다는 이유가 무엇인가? 표절을 당한 작품의 저작권을 지켜주며 표절을 한 작품이 더욱 창의적으로 변화할 수 있도록 애정어린 질타를 해 주는 것이 목적 아닌가? 

하지만 지금은 그저 순간적인 의아함, 짜증으로 말 그대로 자신의 근거없는 믿음, 감정을 댓글로 '싸지른다' 라는 생각밖엔 들지 않는다. 

적어도 검은머리 황녀님, 금발의 정령사 등의 작품과 화사 작가님의 작품에 눈곱만큼의 애정이라도 있다면, 정말 개념 똑바로 박힌 문화인이라면 최소한 현재 나온 화까지는 읽어 보고 신중하게 표절 의혹 댓글을 남기는 것이 제대로 된 예의일 것이라고 필자는 믿는다.",5,false,false,Y,2016-07-07T23:50:00.0+0900,novel-488146,2016-07-03T18:04:42.0+0900,novel02,5,kang****,119.192.xxx.200,,naver
243,"소설에서 표절이라는 것은 어떤 작품의 문구를 그대로 인용한다든가, 스토리의 진행, 캐릭터의 성격 등을 자신만의 각색 없이 똑같이 사용하는 것을 뜻하는데, 그런 관점에서라면 작가님께는 죄가 없다. 하지만 작가님 역시 두 소설을 읽으며 영향을 받은 바가 적지 않을테고 본인도 그 부분을 인정하셨다. 

표절 의혹 댓글들이 게 눈 감추듯 사라진 7화와 11화 이후, 벌써 50화가 업로드됐다. 작가님의 말씀대로 이제는 검은머리 황녀님, 금발의 정령사와 겹치는 점이 있던 때를 완전히 벗어난 것이다. 

하지만 여전히 섣부르게 초반 화들만 보고, 책임감도 없이 작가님께 큰 상처를 안겨주는 댓글들을 싸지르며 유유히 하차하는 독자들을 보니 정말 안타까운 일이 아닐 수 없다.",5,false,false,Y,2016-07-07T23:27:29.0+0900,novel-488146,2016-07-03T17:58:47.0+0900,novel02,5,kang****,119.192.xxx.200,,naver
244,"초반부터 꾸준히 지켜봐 온 독자로서 이 작품 표절 아니냐는 댓글들이 점점 늘어나는 것에 대해 몇 자 적어본다.

주로 언급된 소설에는 검은머리 황녀님, 금발의 정령사가 있다. 두 작품 모두 굉장히 유명하고, 필자 역시 읽어봤으니 확실히 비슷한 부분들이 있다는 것은 부정하지 않는다. 하지만 이러한 '표절 의혹' 댓글들이 정확히 7화, 그리고 11화를 기점으로 자취를 감춘다. 어째서일까?

일단 황녀님은 정령사의 주된 소재인 '황녀'와 '정령사'.
이 두가지 소재는 굉장히 널리 쓰이고 있고, 그러다 보니 웬만해선 전혀 겹치지 않긴 힘들것이다. 안타깝게도 우연히 겹친 작품이 너무나도 유명했고, 그래서 많은 질타를 받게된 듯 싶다.  

표절 의혹 댓글의 수가 점차 늘어나자 작가님은 21화에서 자신의 입장을 분명히 밝히심과 함께 사과까지 하셨다. 아직 전체 내용의 10분의 1도 쓰지 못했으니 조금만 더 기다려달라고. 하지만 작가님의 그러한 진심은 너무나도 쉽게 무시당해버렸다.",5,false,false,Y,2016-07-29T15:58:39.0+0900,novel-488146,2016-07-03T17:50:59.0+0900,novel02,5,kang****,119.192.xxx.200,,naver
245,"안녕하세요. 미리 마라지만, 제 한국말을 잘 않은편이 아닙니다. 실술을한다면, 미리서사과하게습니다. 이건 리뷰가 아니고, 각자닙하고 통화를하고십은데. 전 각자님의 '황태자의 동생' 잘읽었고, 그레서 '황태자의 동생' 영어로 버녁하고 미국 싸이트에다 부치고십습니다. 전각자님으 일을 팔 생각이 저녀없음니다. 그냥 자원 봉사 하는겂니다. 질문이 있으시다면, 제 email 로 글을 보내 주세요. yongn.cho97@gmail.com",1,false,false,N,2016-07-31T01:22:56.0+0900,novel-3158,2016-06-30T06:56:18.0+0900,novel02,3,yong****,108.18.xxx.96,Yong Cho,naver
246,굿,0,false,false,N,2016-07-02T13:15:15.0+0900,novel-505865,2016-07-02T13:15:15.0+0900,novel02,0,azwo****,39.114.xxx.45,드러머새우,naver
247,항상 볼 때마다 이번엔 어떤 내용일지 기다려지고 기대대는 작품이에요~ 이런 좋은 소설 연재해주셔서 감사합니다!,0,false,false,N,2016-07-24T22:05:16.0+0900,novel-483114,2016-07-10T21:40:16.0+0900,novel02,3,628e****,59.15.xxx.115,신라면,naver
248,작가님 너무 재미있고  웹툽도보면서 여기로와서 게속보고있습니다 많이 연재해주세요,0,false,false,N,2016-07-11T14:05:11.0+0900,novel-483114,2016-07-10T20:12:51.0+0900,novel02,2,whda****,121.143.xxx.43,사스케,naver
249,왜 안나오나요 작가님,0,false,false,N,2016-07-10T22:20:19.0+0900,novel-483114,2016-07-10T20:03:21.0+0900,novel02,1,whda****,121.143.xxx.43,사스케,naver
250,"오늘은 언제 나와요 ? 
엄청기다리고 있는뎅",0,false,false,Y,2016-07-11T14:05:24.0+0900,novel-483114,2016-07-10T19:58:31.0+0900,novel02,1,satu****,61.80.xxx.27,이나연,naver
251,"천상열차분야지도 웹툰과소설 모두 최고입니다
제가 보는웹툰이 세자리수가넘어가고있는데 그중에서도 상위권을차지하고있는웹툰이며
소설은 제가 가장기다리는 소설입니다",0,false,false,N,2016-07-11T00:31:34.0+0900,novel-483114,2016-07-03T21:11:02.0+0900,novel02,3,su00****,1.230.xxx.100,map,naver
252,스카이블루님 저야말로 읽어주셔서 감사해요♡ 응원 넘나 감사합니다!! ^^*,0,false,false,N,2016-07-10T22:20:32.0+0900,novel-483114,2016-07-03T21:06:34.0+0900,novel02,3,mand****,175.197.xxx.244,재인_,novel
253,"제가 일주일에 몇십번 들락 날락 거리며 혹시 나왔나? 전꺼 다시볼깟? 하는 웹소설입니다! 베스트도전에서도 잘보고 있습니다~~~
  정말 재미있고 흥미로운 천상열차분야지도 연재해주셔서 감사해요♡♡",0,false,false,Y,2016-07-18T18:40:02.0+0900,novel-483114,2016-06-21T23:03:53.0+0900,novel02,4,jenn****,175.120.xxx.137,스카이불루,naver
254,gree님 아이쿠 이런 영광입니다 ㅠㅠ 열심히 연재하겠습니당 ^^*,0,false,false,N,2016-07-10T22:20:40.0+0900,novel-483114,2016-06-19T23:31:20.0+0900,novel02,3,mand****,175.197.xxx.244,재인_,novel
255,율님 부족한 제 작품 아껴 주셔서 넘넘 감사드려요!!,0,false,false,N,2016-07-10T22:20:42.0+0900,novel-483114,2016-06-19T23:30:45.0+0900,novel02,3,mand****,175.197.xxx.244,재인_,novel
256,츠루하네님 항상 댓글 남겨 주셔서 넘 감사합니다! 앞으로도 잘 부탁드려요~~,0,false,false,N,2016-07-10T22:20:43.0+0900,novel-483114,2016-06-19T23:30:15.0+0900,novel02,5,mand****,175.197.xxx.244,재인_,novel
257,제가 유일하게보는 웹소설연재해주셔서 감사합니다,0,false,false,Y,2016-07-10T22:20:44.0+0900,novel-483114,2016-06-18T21:59:26.0+0900,novel02,3,gree****,218.53.xxx.114,,naver
258,"천상열차분야지도라는 굉장한 작품 써주신 작가님께 정말 감사드립니다!
소설도 웹툰도 사랑합니다!
호유야 사랑한다!",0,false,false,N,2016-07-18T18:40:11.0+0900,novel-483114,2016-06-17T16:20:40.0+0900,novel02,4,hote****,211.59.xxx.161,율,naver
259,"천상열차분야지도는 최고의 소설입니다!
항상 즐겨보고 있어요~ 호유가 무사히 여행을 끝마치길 바랍니다.",0,false,false,N,2016-07-10T22:20:48.0+0900,novel-483114,2016-06-13T23:17:10.0+0900,novel02,4,hale****,218.158.xxx.120,츠루하네,naver
260,별똥별친구님 첫 리뷰 감사합니다!! 재미있게 보아 주신다니 넘 기뻐요 ㅠ_ㅠ,0,false,false,N,2016-07-10T22:20:50.0+0900,novel-483114,2016-06-12T16:38:42.0+0900,novel02,2,mand****,175.197.xxx.244,재인_,novel
261,첫주자라서 기뻐요~넘나 재밌게 보고있어요,0,false,false,Y,2016-07-10T22:20:51.0+0900,novel-483114,2016-06-12T13:36:52.0+0900,novel02,3,ann1****,119.70.xxx.44,별똥별친구,naver
